Obs,CustomerID,FullName,Gender,Country,OrderID,OrderDate,OrderAmount,OrderStatus,PaymentID,PaymentAmount,ProgramName,TierLevel,CallID,IssueCategory,AverageSpend,CompanyName
1456,CUST01456,Shannon Thomas,Female,Anguilla,e5ec2237,18/09/2023,320.71,Pending,71ddb409,264.35,Silver,Bronze,CALL01456,Payment,177.6,Company 75
1457,CUST01457,Vanessa Gibbs,Other,Russian Federation,c02b7290,06/02/2024,882.63,Completed,c8395def,345.91,Premium,Bronze,CALL01457,Payment,77.22,Company 27
1458,CUST01458,Jose Reed,Female,Spain,5b03282e,12/10/2022,767.85,Completed,04af6e59,104.37,Silver,Gold,CALL01458,Delivery,151.51,Company 37
1459,CUST01459,Vickie Lambert,Male,Antigua and Barbuda,fc5d2094,17/07/2024,437.11,Canceled,5ffd85ce,483.15,Silver,Bronze,CALL01459,Delivery,294.95,Company 7
1460,CUST01460,Sarah Ortiz,Male,Bouvet Island (Bouve,09ebf967,23/05/2024,905.22,Pending,b92eb1c7,330.07,Premium,Gold,CALL01460,Other,425.95,Company 53
1461,CUST01461,John Mendoza,Male,Central African Repu,b1449baa,15/11/2024,898.45,Completed,e6e389c0,24.85,Silver,Gold,CALL01461,Delivery,411.11,Company 48
1462,CUST01462,James Castillo,Male,Saint Pierre and Miq,4594e1e9,12/07/2023,741.36,Canceled,883dd575,350.55,Gold,Bronze,CALL01462,Other,292.96,Company 70
1463,CUST01463,Daniel Washington,Female,Morocco,ce0ccbf5,20/05/2024,441.33,Canceled,68fbae1a,94.88,Silver,Gold,CALL01463,Product,440.94,Company 71
1464,CUST01464,Jessica Becker,Female,Burundi,eb7079ff,26/06/2023,92.95,Pending,416154d2,252.62,Gold,Gold,CALL01464,Delivery,100.99,Company 59
1465,CUST01465,Amanda Curtis,Male,Guyana,e966c7e0,04/12/2023,444.2,Completed,b5a73284,441.74,Premium,Gold,CALL01465,Delivery,148.98,Company 28
1466,CUST01466,Connie Bailey,Male,Bosnia and Herzegovi,251cfc49,18/09/2022,498.36,Pending,b91dff3a,28.12,Premium,Bronze,CALL01466,Delivery,25.33,Company 60
1467,CUST01467,Amber Riley,Male,Philippines,bfb8bb24,28/05/2025,329.57,Canceled,0a358f82,132.11,Premium,Bronze,CALL01467,Product,166.08,Company 27
1468,CUST01468,Gabriel Pennington,Other,Argentina,49f05b54,09/03/2025,218.57,Pending,074568d2,463.64,Silver,Gold,CALL01468,Other,183.92,Company 15
1469,CUST01469,Steven Pearson,Male,Heard Island and McD,d6c63291,28/04/2024,127.37,Pending,f0e8bfa4,361.9,Premium,Bronze,CALL01469,Delivery,245.86,Company 44
1470,CUST01470,Briana Leach,Female,Kenya,f287c321,15/09/2024,755.93,Canceled,48bde9b6,222.93,Gold,Gold,CALL01470,Payment,198.26,Company 55
1471,CUST01471,Christopher Alvarez,Female,Guam,8e69cc8d,27/09/2022,37.08,Completed,65cc7bf9,309.58,Premium,Bronze,CALL01471,Delivery,307.89,Company 53
1472,CUST01472,Sandra Clark,Female,Cayman Islands,a478a599,20/12/2022,834.18,Pending,e358b23a,440.96,Gold,Bronze,CALL01472,Other,445.17,Company 70
1473,CUST01473,Michael Lopez,Other,Turkmenistan,49f61d20,13/12/2024,525.68,Completed,c2157eb3,486.66,Silver,Bronze,CALL01473,Other,88.58,Company 48
1474,CUST01474,Eileen Cruz,Other,Eritrea,a9bd2df6,15/02/2023,889.99,Canceled,2607db30,288.28,Gold,Bronze,CALL01474,Delivery,423.8,Company 31
1475,CUST01475,Maria Clark,Other,South Africa,558f932d,26/02/2023,125.3,Completed,26019c7d,190.33,Premium,Bronze,CALL01475,Other,314.04,Company 52
1476,CUST01476,Alexandra Wright,Other,Libyan Arab Jamahiri,cdd002a7,26/06/2024,165.16,Completed,4c37f417,481.12,Silver,Silver,CALL01476,Payment,154.59,Company 54
1477,CUST01477,Alison Gray,Female,Guadeloupe,92619cd7,16/01/2023,893.35,Pending,7e90d194,311.91,Silver,Bronze,CALL01477,Other,298.81,Company 14
1478,CUST01478,Frank Castillo,Other,Venezuela,215d3068,24/04/2024,843.02,Canceled,01656b64,328.54,Silver,Bronze,CALL01478,Product,58.25,Company 1
1479,CUST01479,Pamela Hawkins,Other,Christmas Island,1a132768,18/04/2024,253.45,Pending,0f0b6a63,498.97,Premium,Gold,CALL01479,Product,102.61,Company 95
1480,CUST01480,Dr. Katherine Palme,Other,Paraguay,5425276a,06/04/2023,489.66,Completed,eac61356,335.83,Silver,Silver,CALL01480,Other,43.66,Company 23
1481,CUST01481,Michael Lowe,Male,Austria,19980a25,30/05/2023,858.59,Canceled,897f5cba,84.05,Gold,Gold,CALL01481,Product,161.67,Company 30
1482,CUST01482,Claire Jenkins,Female,Morocco,7b2bb0b7,11/02/2025,48.42,Canceled,4c3a0b7d,194.72,Silver,Gold,CALL01482,Payment,107.07,Company 45
1483,CUST01483,Angela Perez,Other,Greece,c02a38e9,12/04/2025,489.39,Pending,e29bd3d0,60.93,Gold,Gold,CALL01483,Payment,367.8,Company 97
1484,CUST01484,Dr. Janet Parks,Male,Lebanon,d9b16a5a,04/07/2023,495.32,Completed,4314ccad,494.77,Gold,Gold,CALL01484,Payment,178.48,Company 83
1485,CUST01485,Oscar Williams,Female,Nepal,1e1fd25f,21/01/2024,121.24,Pending,ed77d615,238.51,Gold,Silver,CALL01485,Delivery,353.94,Company 80
1486,CUST01486,Brian Pearson,Other,Morocco,8d2d3459,19/04/2023,184.43,Completed,65f4115e,44.69,Premium,Silver,CALL01486,Delivery,39.18,Company 65
1487,CUST01487,Micheal Shields,Female,Bermuda,679baacb,25/04/2024,883.35,Pending,29b7adad,421.08,Premium,Bronze,CALL01487,Product,295.46,Company 93
1488,CUST01488,Robert Collins,Female,Gibraltar,0d811e85,15/07/2022,890.91,Pending,6731626e,280.1,Gold,Gold,CALL01488,Delivery,279.11,Company 55
1489,CUST01489,Karen Olsen,Male,Cyprus,a6a8d34a,22/11/2022,397.46,Pending,8a314621,180.06,Gold,Silver,CALL01489,Delivery,404.02,Company 88
1490,CUST01490,David Stewart,Other,Svalbard & Jan Mayen,8256c46e,29/06/2024,346.44,Completed,6f46341f,496.52,Gold,Bronze,CALL01490,Other,453.9,Company 81
1491,CUST01491,Christine Farmer,Female,Jamaica,79386b2b,17/03/2025,214.14,Completed,dffdd175,447.86,Silver,Gold,CALL01491,Payment,393.82,Company 96
1492,CUST01492,Michael Austin,Male,Slovakia (Slovak Rep,9b820d5a,08/06/2024,29.72,Pending,f62dba22,423.89,Premium,Bronze,CALL01492,Delivery,479.69,Company 67
1493,CUST01493,Cindy Baird,Female,South Georgia and th,618de1c2,09/04/2023,769.17,Canceled,f823da09,89.52,Premium,Bronze,CALL01493,Delivery,97.55,Company 24
1494,CUST01494,Tracy Fowler,Female,Macao,0d8e29be,21/04/2024,985.37,Completed,18e773d7,399.68,Premium,Silver,CALL01494,Product,387.55,Company 79
1495,CUST01495,Sarah Webb,Male,Antigua and Barbuda,3874bdea,29/12/2023,338.19,Completed,01b6bf2c,157.03,Silver,Gold,CALL01495,Product,415.55,Company 25
1496,CUST01496,Derek Blair,Female,Malawi,9ecf0c23,17/12/2023,940.95,Pending,6612d580,379.07,Gold,Bronze,CALL01496,Delivery,270.94,Company 13
1497,CUST01497,Ann Martinez,Male,Sweden,042c0a2f,05/09/2024,237.71,Pending,a89fad5b,294.69,Gold,Bronze,CALL01497,Product,158.27,Company 44
1498,CUST01498,Christopher Stevens,Other,Netherlands,b517be57,26/10/2022,139.88,Canceled,67c2f762,395.87,Silver,Bronze,CALL01498,Delivery,305.52,Company 86
1499,CUST01499,Debbie Wood,Female,Czech Republic,6ba7d07b,26/05/2023,706.45,Canceled,5614de74,53.32,Premium,Gold,CALL01499,Other,221.47,Company 48
1500,CUST01500,Gregory Hernandez,Other,Greenland,95cee04d,27/01/2023,104.6,Pending,ad70f833,133.86,Premium,Gold,CALL01500,Product,447.85,Company 49
1501,CUST01501,David Mccann,Other,Bahamas,e20aaba7,19/05/2024,330.49,Completed,a3998af7,285.33,Gold,Silver,CALL01501,Other,116.49,Company 9
1502,CUST01502,Joseph Gomez,Female,Niger,37eb64d8,14/12/2022,476.69,Pending,19351f46,317.86,Premium,Bronze,CALL01502,Other,191.74,Company 57
1503,CUST01503,Kyle Hansen,Male,Tajikistan,c8c87d44,05/05/2023,291.58,Pending,fd7a3df5,209.19,Gold,Silver,CALL01503,Product,153.7,Company 78
1504,CUST01504,Alexis Flores,Female,Malaysia,de028e1c,17/12/2023,399.71,Canceled,b260f579,239.72,Gold,Gold,CALL01504,Other,365.53,Company 41
1505,CUST01505,John Hester,Female,Hong Kong,260a0dd1,27/04/2025,403.38,Pending,5e77a3b2,45.67,Silver,Bronze,CALL01505,Other,487.22,Company 51
1506,CUST01506,Taylor Davis,Male,Montenegro,f698a60e,21/08/2023,152.33,Pending,798f8487,214.95,Silver,Gold,CALL01506,Delivery,209.93,Company 59
1507,CUST01507,Anthony Smith,Male,Seychelles,aa26ba17,11/02/2023,93.05,Canceled,0efa8888,478.08,Gold,Gold,CALL01507,Product,127.13,Company 71
1508,CUST01508,Steven Cruz,Female,Sao Tome and Princip,2989c4ed,15/06/2024,240.11,Completed,e37dafc4,410.12,Silver,Gold,CALL01508,Product,35.22,Company 47
1509,CUST01509,Trevor Griffin,Male,South Georgia and th,35e4f24b,22/07/2022,692.11,Canceled,b8aae787,412.32,Premium,Bronze,CALL01509,Product,401.49,Company 44
1510,CUST01510,Stephen Shields,Other,Armenia,69eec23c,18/11/2022,493.84,Canceled,4df76b2f,317.51,Silver,Gold,CALL01510,Product,450.19,Company 100
1511,CUST01511,Ian Hanson,Male,Bahamas,9f5aba24,22/05/2025,519.29,Canceled,a84b3f45,183.73,Gold,Silver,CALL01511,Delivery,341.06,Company 57
1512,CUST01512,Ann Hunter,Other,Zambia,c32169d2,15/11/2024,136.01,Pending,98426492,297.78,Premium,Silver,CALL01512,Delivery,453.37,Company 84
1513,CUST01513,Melissa Orozco,Other,Senegal,ac460767,28/01/2023,972.2,Canceled,606aebd6,61.3,Gold,Silver,CALL01513,Other,184.92,Company 79
1514,CUST01514,Jordan Barton,Other,Montserrat,1c3a228c,11/06/2023,148.47,Pending,707eb6c1,340.5,Silver,Bronze,CALL01514,Product,384.23,Company 45
1515,CUST01515,Wesley Carpenter,Male,Togo,5294fd98,24/05/2023,922.75,Canceled,8b8dc1bf,312.33,Premium,Gold,CALL01515,Other,98.6,Company 11
1516,CUST01516,Jay Bradford,Male,Guam,f5c2adb8,12/04/2025,150.1,Pending,aeca1d91,471.47,Silver,Bronze,CALL01516,Other,150.25,Company 90
1517,CUST01517,Sarah Schmidt,Female,Antigua and Barbuda,81edc1f6,05/02/2023,608.47,Canceled,e851cda1,372.67,Gold,Gold,CALL01517,Delivery,134.07,Company 54
1518,CUST01518,Whitney Brady,Male,Vietnam,d2e8cf7e,08/04/2025,172.6,Completed,67fb5685,332.57,Silver,Bronze,CALL01518,Payment,30.11,Company 18
1519,CUST01519,Roy Mullins,Male,Lebanon,5973299e,15/03/2025,76.38,Canceled,1dd5ade5,143.89,Premium,Gold,CALL01519,Other,103.24,Company 66
1520,CUST01520,Mitchell Perkins,Other,Congo,58205af4,11/10/2022,103.77,Canceled,557ae3ad,202.39,Gold,Silver,CALL01520,Product,190.29,Company 37
1521,CUST01521,Jessica Walker,Male,Christmas Island,65c48878,02/10/2022,351.51,Pending,bbdd446b,232.31,Premium,Silver,CALL01521,Payment,183.46,Company 2
1522,CUST01522,Louis Moreno,Male,Bolivia,8709c34e,28/03/2023,732.03,Canceled,520add6a,60.52,Gold,Bronze,CALL01522,Delivery,76.79,Company 97
1523,CUST01523,Lisa Wilson,Other,Belize,0007ac86,29/11/2023,86.7,Canceled,9bd3cd80,169.54,Premium,Gold,CALL01523,Product,393.56,Company 25
1524,CUST01524,Nicole Brown,Male,French Southern Terr,7bfa3ddb,10/06/2025,135.44,Canceled,d3f992e3,118.31,Premium,Silver,CALL01524,Payment,311.16,Company 26
1525,CUST01525,Lori Nguyen,Other,Jamaica,b93886a4,25/06/2023,966.99,Completed,1494d179,297.63,Premium,Bronze,CALL01525,Delivery,389.12,Company 74
1526,CUST01526,Michele Sanchez,Male,Equatorial Guinea,16c8cfbc,18/09/2022,785.53,Completed,41519dcc,38.91,Silver,Gold,CALL01526,Other,230.02,Company 8
1527,CUST01527,Albert Gray,Male,Estonia,e6873707,14/09/2023,875.87,Pending,1247d27f,221.07,Premium,Silver,CALL01527,Other,390.04,Company 81
1528,CUST01528,Kurt Ballard,Female,Turkmenistan,c345ed8d,24/03/2024,333.82,Pending,8c36a5ee,332.12,Gold,Bronze,CALL01528,Product,342.87,Company 50
1529,CUST01529,Danny Hutchinson,Male,Djibouti,87e75d1d,14/07/2024,479.73,Canceled,3850184e,239.66,Premium,Bronze,CALL01529,Delivery,315.76,Company 45
1530,CUST01530,Roy Castillo,Other,Israel,a8587ccc,05/11/2023,221.76,Pending,4cb9925f,323.23,Gold,Bronze,CALL01530,Other,352.35,Company 93
1531,CUST01531,Amy Sexton,Male,United States Minor,ad4cad50,09/08/2022,447.23,Pending,55fb8fa4,89.82,Premium,Silver,CALL01531,Payment,45.57,Company 92
1532,CUST01532,Cheryl Oneal,Female,Saudi Arabia,989985a2,16/06/2024,186.23,Pending,81da9270,263.46,Premium,Bronze,CALL01532,Payment,220.2,Company 29
1533,CUST01533,Brian Daniel,Male,Paraguay,55822906,06/12/2022,620.8,Completed,41b2e04c,430.55,Silver,Silver,CALL01533,Delivery,106.2,Company 81
1534,CUST01534,John Kelley,Male,Denmark,45ca26fa,05/11/2024,447.66,Pending,fe58e6a4,463.92,Premium,Bronze,CALL01534,Other,141.09,Company 55
1535,CUST01535,Sherry Valentine,Other,Montserrat,7f3f44cd,12/02/2024,922.35,Pending,e4f93614,403.28,Silver,Gold,CALL01535,Delivery,271.04,Company 42
1536,CUST01536,Omar Vega,Female,Albania,81a4a475,20/06/2023,995.78,Completed,ccb27ae8,214.5,Gold,Silver,CALL01536,Product,474.11,Company 29
1537,CUST01537,Valerie Cox,Male,South Africa,94d5e0c3,10/07/2023,720.85,Pending,d0b3e830,210.16,Gold,Bronze,CALL01537,Payment,357.72,Company 58
1538,CUST01538,Lisa Nichols,Male,Portugal,5b8f2dfe,05/01/2023,876.19,Canceled,c944f7e6,33.48,Silver,Bronze,CALL01538,Other,120.29,Company 17
1539,CUST01539,Kimberly Davis DDS,Other,Somalia,60aeaf35,11/11/2022,708.58,Completed,cabb9256,378.68,Gold,Gold,CALL01539,Product,133.31,Company 44
1540,CUST01540,Jennifer Allen,Male,Tokelau,c248d36d,24/12/2023,641.1,Completed,567e2f7d,88.03,Gold,Bronze,CALL01540,Other,405.52,Company 49
1541,CUST01541,Cassandra Marks,Male,French Guiana,4ce53905,31/03/2024,617.86,Canceled,7aec5e9d,129.91,Gold,Bronze,CALL01541,Product,91.65,Company 39
1542,CUST01542,Alexander Smith,Male,Lao People's Democra,3c52ffb9,15/10/2023,906.67,Canceled,7540da45,379.31,Silver,Gold,CALL01542,Product,247.52,Company 48
1543,CUST01543,Amy Harrison,Female,Liberia,d69b0ffa,30/06/2025,422.21,Canceled,9fef3ddb,32.8,Gold,Bronze,CALL01543,Other,95.41,Company 20
1544,CUST01544,John Johnson,Male,Belgium,f58b3758,08/09/2024,93.13,Pending,b4b58e51,466.91,Premium,Silver,CALL01544,Payment,22.82,Company 56
1545,CUST01545,Isaiah Clark,Other,Reunion,901ca7c0,20/06/2023,638.95,Pending,54b028ed,433.34,Premium,Bronze,CALL01545,Product,67.61,Company 56
1546,CUST01546,Lauren West,Female,Canada,6532c9d9,28/11/2023,837.74,Completed,0b126a61,90.03,Premium,Silver,CALL01546,Other,217.51,Company 76
1547,CUST01547,Ryan Gilbert,Male,United Arab Emirates,a353a5d7,18/04/2024,193.8,Completed,46a0b1d4,247.82,Silver,Bronze,CALL01547,Payment,125.57,Company 33
1548,CUST01548,Autumn Johnson,Male,Fiji,76ab5e3f,16/04/2023,465.75,Completed,4cd0c4d4,342.67,Premium,Bronze,CALL01548,Payment,127.37,Company 98
1549,CUST01549,Kelly Blake,Female,Lao People's Democra,917ec0f7,23/11/2024,758.27,Pending,dfac101d,306.19,Silver,Silver,CALL01549,Payment,200.3,Company 52
1550,CUST01550,Julie Woods,Male,Antarctica (the terr,f002a366,28/06/2024,569.39,Completed,4053eb1d,276.87,Premium,Bronze,CALL01550,Product,234.35,Company 77
1551,CUST01551,Jonathan Mccoy,Male,Pakistan,b7c19743,23/12/2023,700.58,Canceled,0342bdf6,77.9,Gold,Gold,CALL01551,Product,44.39,Company 69
1552,CUST01552,Reginald Roach,Other,Solomon Islands,a9e2d6e7,10/05/2023,455.18,Canceled,a6ba7f89,22.26,Premium,Gold,CALL01552,Payment,247.96,Company 99
1553,CUST01553,Justin Schmidt,Female,Bahamas,a2de9133,14/06/2025,164.15,Canceled,b08e9492,172.45,Premium,Silver,CALL01553,Product,118.05,Company 50
1554,CUST01554,Jennifer Henderson,Other,Botswana,728b1c57,26/12/2022,215.37,Pending,3707283f,191.18,Premium,Gold,CALL01554,Other,118.64,Company 82
1555,CUST01555,Dustin Woodard MD,Male,Saint Helena,20ab1e1d,11/09/2024,518.14,Completed,1781ecb8,33.25,Premium,Gold,CALL01555,Other,333.45,Company 58
1556,CUST01556,Darrell Aguirre,Other,Burundi,dda05c17,19/08/2023,661.75,Canceled,828f0c16,397.97,Premium,Gold,CALL01556,Delivery,447.42,Company 100
1557,CUST01557,Grace Martinez,Male,Aruba,b76d62be,03/11/2024,902.26,Completed,a9308b4c,142.5,Premium,Silver,CALL01557,Product,53.77,Company 98
1558,CUST01558,Jose Gonzales,Female,Colombia,aa505184,16/07/2023,427.19,Pending,5accba43,469.99,Premium,Gold,CALL01558,Delivery,442.91,Company 61
1559,CUST01559,Jake Adams,Female,Mozambique,252f9257,18/07/2023,171.12,Pending,68a2b536,179,Silver,Gold,CALL01559,Payment,267.64,Company 46
1560,CUST01560,Kyle Jordan,Female,United States Minor,76136a5c,22/02/2024,580.21,Canceled,f85fdbed,125.24,Silver,Silver,CALL01560,Other,449.5,Company 15
1561,CUST01561,Taylor Ellis,Other,Northern Mariana Isl,149d592a,03/10/2023,604.93,Completed,11dba830,455.26,Gold,Bronze,CALL01561,Other,218.88,Company 5
1562,CUST01562,Charles Ellis,Other,American Samoa,9ea42b01,04/12/2024,116.78,Completed,d139263f,80.08,Premium,Silver,CALL01562,Product,204.83,Company 36
1563,CUST01563,Ryan Leach,Male,Australia,a2a0b7c3,05/03/2023,517.08,Completed,f22db6cc,37.5,Silver,Silver,CALL01563,Other,128.46,Company 18
1564,CUST01564,Matthew Burton,Female,Western Sahara,58abfb04,02/01/2023,754.33,Completed,6ea6dd74,245.2,Gold,Bronze,CALL01564,Product,472.84,Company 17
1565,CUST01565,Karen Cobb,Other,Chad,d0769476,31/12/2023,794.93,Completed,9d7ab1a2,398.32,Premium,Bronze,CALL01565,Payment,464.95,Company 30
1566,CUST01566,Jonathan Henderson,Male,Denmark,33e2e3b4,04/03/2023,156.02,Completed,eec16403,391.56,Premium,Gold,CALL01566,Product,383.14,Company 30
1567,CUST01567,Marie Mcknight,Other,Venezuela,d22fbfc9,11/07/2025,726.89,Pending,13f7f0eb,426.52,Gold,Bronze,CALL01567,Payment,169.8,Company 49
1568,CUST01568,Christine Vazquez,Male,Seychelles,5dafe955,10/01/2025,108.91,Canceled,8e405c4f,339.6,Silver,Bronze,CALL01568,Product,193.23,Company 25
1569,CUST01569,Scott Wallace,Other,Mali,9d9013d9,18/04/2024,833.03,Pending,5a1ed8c2,56.23,Premium,Gold,CALL01569,Product,208.07,Company 53
1570,CUST01570,Raven Abbott,Other,Ethiopia,d3197257,11/08/2023,935.91,Canceled,5b25a99a,348.25,Premium,Silver,CALL01570,Delivery,454.66,Company 11
1571,CUST01571,Dr. Jodi Higgins,Other,Barbados,1d2f8d92,30/01/2024,600.97,Canceled,35274149,309.94,Premium,Gold,CALL01571,Product,199.44,Company 36
1572,CUST01572,Ruth Rivera,Female,Tuvalu,173df700,30/09/2024,229.48,Canceled,91f61b29,339.04,Premium,Gold,CALL01572,Product,46.07,Company 98
1573,CUST01573,Terri Perez,Female,Philippines,9.87E+105,08/07/2024,11.58,Completed,bbf430de,372.96,Gold,Silver,CALL01573,Other,360.52,Company 37
1574,CUST01574,David Mcguire,Other,Germany,9a7318b5,20/10/2022,196.09,Completed,4e47350c,195.85,Premium,Gold,CALL01574,Payment,448.73,Company 53
1575,CUST01575,Abigail Andrews,Male,Oman,2eaf0b39,21/02/2024,292.11,Pending,9d08b32d,453.57,Silver,Silver,CALL01575,Payment,298.36,Company 38
1576,CUST01576,Carlos Smith,Male,Palau,c26244f9,01/03/2024,171.91,Pending,84ae4614,497.06,Premium,Bronze,CALL01576,Delivery,55.79,Company 31
1577,CUST01577,Jason Day,Female,New Zealand,48dce474,11/05/2023,659.31,Canceled,4981ce8a,254.58,Silver,Bronze,CALL01577,Other,270.71,Company 22
1578,CUST01578,Richard Vance,Female,Canada,31934994,17/04/2025,689.44,Completed,df5534f5,408.84,Premium,Gold,CALL01578,Payment,54.89,Company 43
1579,CUST01579,Sean Mendoza,Female,Palestinian Territor,d9a62147,17/02/2025,430.73,Pending,10098f3e,454.87,Premium,Silver,CALL01579,Payment,446.38,Company 77
1580,CUST01580,Kenneth Mitchell,Other,Rwanda,b7320e67,04/06/2023,379.1,Completed,c177cd21,78.58,Premium,Gold,CALL01580,Payment,439.81,Company 84
1581,CUST01581,Brittany Strickland,Male,Rwanda,fb10c775,25/09/2022,187.05,Completed,ed1301bc,36.19,Silver,Bronze,CALL01581,Delivery,167.59,Company 61
1582,CUST01582,Leslie Kelly,Female,Belgium,67726f95,01/06/2023,948.72,Canceled,cfd21468,199.73,Premium,Bronze,CALL01582,Product,213.52,Company 66
1583,CUST01583,Carol Patrick,Other,Anguilla,47dc9db8,04/02/2023,460.44,Pending,94f775e8,53.02,Premium,Bronze,CALL01583,Delivery,379.99,Company 61
1584,CUST01584,Diana Green,Female,Tanzania,33f35c81,21/03/2023,59.57,Pending,7ac87452,74.01,Premium,Bronze,CALL01584,Payment,490.36,Company 72
1585,CUST01585,Kelly Stafford,Male,Guam,c6f5835e,10/12/2022,547.32,Pending,ba103da4,369.59,Premium,Silver,CALL01585,Product,224.12,Company 73
1586,CUST01586,Matthew Washington,Male,Myanmar,a1edb049,18/05/2024,599.82,Completed,81bf08bd,321.19,Silver,Silver,CALL01586,Other,143.58,Company 89
1587,CUST01587,Madeline Mcdonald,Female,Uruguay,887e095f,17/11/2024,103.63,Pending,c167000f,335.17,Premium,Gold,CALL01587,Delivery,496.21,Company 25
1588,CUST01588,Eric Shelton,Other,Netherlands Antilles,62970836,18/09/2024,692.1,Canceled,5f568b0e,330.86,Gold,Bronze,CALL01588,Product,188.12,Company 34
1589,CUST01589,Pamela Cox,Male,Saint Vincent and th,89fd2f7d,23/09/2022,463.84,Canceled,38f2e7f2,213.5,Premium,Silver,CALL01589,Other,139.64,Company 93
1590,CUST01590,Stacey Nguyen,Male,Malaysia,c7442e76,07/07/2024,814.35,Canceled,99568027,60.77,Premium,Silver,CALL01590,Product,366.45,Company 73
1591,CUST01591,Laura Dillon,Male,Holy See (Vatican Ci,78d5a321,18/07/2022,308.97,Canceled,6c58549e,37.22,Silver,Gold,CALL01591,Other,145.42,Company 98
1592,CUST01592,Virginia Lewis,Female,Macedonia,4c73bf2f,09/12/2022,838.48,Pending,cfd193a3,114.15,Premium,Bronze,CALL01592,Other,459.48,Company 71
1593,CUST01593,Michele Pena,Other,Slovenia,509b6656,16/09/2024,543.77,Completed,74f2d575,59.74,Gold,Gold,CALL01593,Payment,238.71,Company 88
1594,CUST01594,Bonnie Knight,Other,Cook Islands,85725262,13/03/2023,936.12,Canceled,be236261,16.41,Silver,Gold,CALL01594,Delivery,57.76,Company 100
1595,CUST01595,Kelli Cross,Other,United States Minor,cd900b9e,20/11/2022,608.58,Completed,339923df,462.97,Gold,Gold,CALL01595,Payment,51.01,Company 12
1596,CUST01596,Eric Taylor,Other,Macedonia,a23e0860,06/07/2025,420.18,Canceled,f3d7ca4a,362.98,Gold,Gold,CALL01596,Payment,104.05,Company 14
1597,CUST01597,Denise Pham,Other,Qatar,a963c56c,15/12/2023,106.18,Pending,fef6a4d7,369.82,Silver,Gold,CALL01597,Payment,334.7,Company 88
1598,CUST01598,Erin Wise,Female,Cayman Islands,02a7f00d,18/12/2023,828.71,Pending,e3381bdc,388.34,Gold,Bronze,CALL01598,Other,305.91,Company 8
1599,CUST01599,Anthony Parks,Female,Sudan,4c8fe489,12/08/2024,22.44,Canceled,e6e29f7d,240.71,Gold,Gold,CALL01599,Delivery,71.52,Company 71
1600,CUST01600,Gregory Glenn,Other,Bahrain,57d7299d,26/08/2023,218.53,Canceled,51fe131e,60.67,Gold,Gold,CALL01600,Payment,59.98,Company 58
1601,CUST01601,Matthew Jones,Other,Tonga,807ad6af,24/05/2025,575.6,Completed,32d7cd32,426.99,Gold,Gold,CALL01601,Delivery,498.13,Company 7
1602,CUST01602,John Johnson,Female,Russian Federation,793a4b00,27/11/2022,985.02,Pending,a743d3b4,132.8,Premium,Gold,CALL01602,Payment,332.17,Company 72
1603,CUST01603,Roy Nelson,Female,Azerbaijan,4de2b4ea,06/02/2023,628.61,Completed,82727c8d,371.56,Premium,Silver,CALL01603,Payment,279.68,Company 22
1604,CUST01604,Ryan Morgan,Other,Bolivia,849b44e7,05/02/2024,973.62,Canceled,968c968a,170.33,Premium,Gold,CALL01604,Product,136.73,Company 33
1605,CUST01605,Juan Garcia,Other,Madagascar,9b08c60c,17/12/2022,611.05,Canceled,54f26108,316.63,Gold,Silver,CALL01605,Delivery,240.07,Company 7
1606,CUST01606,Jonathan Farmer,Female,Guam,3510c984,17/04/2023,186.84,Canceled,0cccfce0,87.25,Gold,Gold,CALL01606,Other,41.8,Company 88
1607,CUST01607,Hector Smith,Male,Tuvalu,1c560dd5,22/12/2022,358.5,Pending,0dbe6936,320.08,Gold,Silver,CALL01607,Delivery,146.04,Company 53
1608,CUST01608,Sandra Reyes,Other,Bahrain,2b10fc98,06/11/2024,114.58,Canceled,12125cae,293.38,Gold,Silver,CALL01608,Product,325.98,Company 24
1609,CUST01609,Tonya Williams,Male,Wallis and Futuna,021c9c5b,08/11/2024,232.85,Pending,4ade231b,376.04,Premium,Bronze,CALL01609,Other,368.97,Company 30
1610,CUST01610,Michael Ortega,Other,Samoa,7bbe66a5,05/05/2023,924.67,Pending,4.41E+08,157.41,Gold,Silver,CALL01610,Payment,23.2,Company 17
1611,CUST01611,Hannah Howe,Other,Croatia,83c24143,23/06/2025,180.55,Pending,d8e01fcf,102.92,Premium,Silver,CALL01611,Product,120.8,Company 92
1612,CUST01612,Kevin Pearson,Other,Eritrea,7d93e3d0,12/05/2023,640.05,Completed,01cb6e45,332.92,Gold,Bronze,CALL01612,Other,211.29,Company 30
1613,CUST01613,William Hanna,Other,Guadeloupe,565b33b7,08/10/2023,734.83,Pending,cd5da1f5,333.95,Silver,Silver,CALL01613,Product,479.82,Company 21
1614,CUST01614,Gregory Moreno,Male,Somalia,a2b2cf78,06/08/2022,100.06,Pending,a69f2f81,318.96,Silver,Bronze,CALL01614,Other,64.49,Company 28
1615,CUST01615,Erin Kirk,Female,Norway,58e697b2,20/04/2025,516.22,Completed,ce4335d9,362.73,Silver,Bronze,CALL01615,Payment,80.45,Company 86
1616,CUST01616,Jeff Edwards,Female,Ireland,0788b4f4,12/11/2022,477.45,Completed,9288bd77,437.54,Silver,Gold,CALL01616,Payment,463.31,Company 3
